"OBJECTID","REGIONNAME","WOREDANO_","WOREDANAME","woreda_id","Woredda_ID","area_ha","objectid_1","luc_ha1198","luc_ha2198","luc_ha3198","luc_ha4198","luc_ha5198","luc_ha6198","luc_ha7198","luc_ha8198","luc_ha9198","luc_ha1019","luc_ha1201","luc_ha2201","luc_ha3201","luc_ha4201","luc_ha5201","luc_ha6201","luc_ha7201","luc_ha8201","luc_ha9201","luc_ha1020","r_name","woredana_1","area_ha_1","area_wt","elev_mean","elev_media","lowland","ndvi_8286","ndvi_1216","metrics","osm_download_link"
597,"SNNPR","070701","Selamgo",70701,0,466348.995454,597,153.395507813,243.478988647,55.5715904236,6.75589990616,3.04402685165,3.04183268547,1.06114900112,0,0,0,92.8735961914,286.66027832,51.5773506165,16.2791500092,17.5022182465,1.37566673756,0.0122517170385,0.0684816166759,0,0,"SNNPR","Selamgo",466349,466349,671.425598145,632.251098633,"Lowland",0.247861251235,0.294533252716,"{""landuse_industrial"":2,""area_landuse_industrial"":0.9873876978627913,""landuse_farm"":6,""area_landuse_farm"":407.2477452943926}","http://127.0.0.1:8111/load_and_zoom?left=35.90881099809647&bottom=5.320764210168947&right=36.471501010902244&top=6.458507251634754"
83,"Somali","050808","Dolobay",50808,0,646798.113425,83,70.3493652344,164.016357422,246.169921875,0.0972147062421,135.709640503,12.1338434219,17.7078361511,0.613947570324,0,0,1.66516900063,209.28918457,222.990280151,0.32175937295,178.70223999,33.2319641113,0.597525894642,0,0,0,"Somali","Dolobay",646798.125,646798,248.389831543,238.514511108,"Lowland",0.132498115301,0.1255325526,"{""landuse_farm"":9,""area_landuse_farm"":0.3027565214718602}","http://127.0.0.1:8111/load_and_zoom?left=41.63072582056787&bottom=4.11839575617442&right=42.777028474224196&top=4.97785606784799"
598,"SNNPR","071107","Maji",71107,0,459899.024046,598,162.541763306,213.807983398,62.0663261414,10.2975988388,10.6984529495,0.127189800143,0.359712958336,0,0,0,84.4408874512,217.387542725,108.088996887,22.9382953644,25.339963913,1.70334100723,0,0,0,0,"SNNPR","Maji",459899.03125,459899,874.758605957,711.36517334,"Lowland",0.263333857059,0.311982780695,"{""landuse_farm"":1,""area_landuse_farm"":366.6244447188483}","http://127.0.0.1:8111/load_and_zoom?left=35.366080324703496&bottom=5.36968636880725&right=35.995948914654285&top=6.452828860846136"
341,"Oromia","041017","Golo Oda",41017,0,415102.453651,341,34.8962173462,179.074645996,137.329284668,26.8561306,34.842502594,2.1036965847,0,0,0,0,6.38854551315,114.542762756,151.833236694,32.2132377625,92.6485671997,17.3104515076,0,0,0,0.165669709444,"Oromia","Golo Oda",415102.46875,415102,1280.06506348,1315.52502441,"Lowland",0.215711370111,0.244994282722,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.25866270022072&bottom=7.743903870864232&right=41.77496372972086&top=8.89809536867788"
84,"Somali","050903","Moyale",50903,0,1235396.49212,84,112.420455933,863.168823242,174.064178467,26.2121925354,56.8485336304,2.47012829781,0.0875769406557,0.124625198543,0,0,15.6698293686,701.18762207,453.40133667,0.464683741331,56.060760498,8.61224937439,0,0,0,0,"Somali","Moyale",1235396.5,1235396,1000.69598389,1003.53973389,"Lowland",0.164485022426,0.175253361464,"{}","http://127.0.0.1:8111/load_and_zoom?left=39.0928655825558&bottom=3.398547953132187&right=40.7751824245164&top=4.850438916436266"
342,"Oromia","041117","Rayitu",41117,0,597467.410122,342,59.6626586914,351.036437988,136.257827759,14.5704288483,27.2205524445,8.71954441071,0,0,0,0,24.8550357819,200.122772217,271.38180542,51.790222168,32.8566513062,16.4609680176,0,0,0,0,"Oromia","Rayitu",597467.4375,597467,939.222839355,955.56854248,"Lowland",0.19278664887,0.196428790689,"{""landuse_farm"":6,""area_landuse_farm"":0.165347941981284,""building_commerce"":1,""area_building_commerce"":0.11265358704060226}","http://127.0.0.1:8111/load_and_zoom?left=40.915398111713365&bottom=6.36171680889456&right=41.89111077825539&top=7.245306729109041"
85,"Somali","050902","Dolo Odo",50902,0,964245.524238,85,115.475158691,458.688232422,244.467315674,0,132.796981812,9.58023929596,2.91171860695,0.325857847929,0,0,55.856502533,450.677032471,210.248580933,0.130091205239,216.638885498,30.6481380463,0.0462628789246,0,0,0,"Somali","Dolo Odo",964245.5,964245,509.959228516,485.494415283,"Lowland",0.148518264294,0.155604168773,"{""landuse_farm"":1,""area_landuse_farm"":0.038072338365790694}","http://127.0.0.1:8111/load_and_zoom?left=40.69177244003086&bottom=3.955706347182887&right=42.0646263383999&top=4.836687544196261"
86,"Somali","050407","Lagahida",50407,0,71127.5181474,86,5.73255729675,44.1130256653,15.8266906738,2.50900816917,2.30657958984,0.63965600729,0,0,0,0,1.62013947964,21.470905304,26.9167423248,0.0494304858148,15.5469942093,5.52330350876,0,0,0,0,"Somali","Lagahida",71127.515625,71127,963.43572998,973.481750488,"Lowland",0.207335457206,0.20956864953,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.912403516688734&bottom=7.774785126682233&right=42.10045099562376&top=8.323024845550922"
601,"SNNPR","071801","Basketo SP Woreda",71801,0,42734.1501063,601,4.01499938965,15.0197238922,13.7771100998,5.72650146484,4.19434785843,0.00146556226537,0,0,0,0,2.74662017822,9.43514633179,9.74832630157,14.9777584076,5.53931474686,0.280112206936,0.00686998525634,0,0,0,"SNNPR","Basketo SP Woreda",42734.1484375,42734,1254.70483398,1171.61193848,"Lowland",0.245421737432,0.264610975981,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.3982223214125&bottom=6.141538680440006&right=36.690077237999674&top=6.385580789638359"
87,"Somali","050408","Meyumuluka",50408,0,124130.568943,87,12.0629720688,93.2929611206,14.9614105225,1.07523012161,2.50726938248,0.230729743838,0,0,0,0,2.3373336792,49.7583770752,48.2396850586,3.50068950653,17.084104538,3.21038174629,0,0,0,0,"Somali","Meyumuluka",124130.570313,124130,1150.78271484,1161.50927734,"Lowland",0.206455662847,0.224663630128,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.02600558592104&bottom=8.213872768248851&right=42.53448585111661&top=8.639883325007554"
88,"Somali","050401","Selahad",50401,0,88206.3102227,88,3.66668152809,46.6379890442,30.3583679199,0.0753370970488,7.24441194534,0.223527655005,0,0,0,0,1.09299266338,27.5267295837,41.1923561096,0.034955162555,14.5885362625,3.77074193954,0,0,0,0,"Somali","Selahad",88206.3125,88206,798.759643555,817.484436035,"Lowland",0.176004648209,0.171340420842,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.86710252434624&bottom=7.290954921489918&right=42.19970714583841&top=7.784654760218615"
346,"Oromia","040701","Fentale",40701,0,127919.421651,346,4.37056684494,21.8606338501,27.7856502533,7.58207464218,55.7405815125,10.5566082001,0,0.0233074612916,0,0,2.84844207764,9.90347766876,55.470287323,15.8535881042,16.9037265778,21.6348800659,0,5.03368663788,0,0.271333247423,"Oromia","Fentale",127919.421875,127919,1062.14379883,1027.44689941,"Lowland",0.200894787908,0.201841920614,"{""landuse_farm"":8,""area_landuse_farm"":27.37491934752345}","http://127.0.0.1:8111/load_and_zoom?left=39.73133269998082&bottom=8.685409886271977&right=40.06638872506869&top=9.144729524849676"
89,"Somali","050801","Guradamole",50801,0,402919.532009,89,11.9624156952,304.812316895,67.4064559937,0.54407954216,15.4447078705,2.7495496273,0,0,0,0,4.92214250565,169.110046387,213.202789307,5.5700006485,5.86867332458,4.24586582184,0,0,0,0,"Somali","Guradamole",402919.53125,402919,908.829101563,899.560241699,"Lowland",0.178361698985,0.205535933375,"{}","http://127.0.0.1:8111/load_and_zoom?left=40.85674623634568&bottom=6.136008510691478&right=41.683928762458805&top=6.694327907075063"
90,"Somali","050805","West Imi",50805,0,361214.169929,90,12.2156095505,157.427536011,173.911758423,0.000365479674656,13.5840568542,4.07482433319,0,0,0,0,5.61715841293,122.377098083,207.752716064,0.249543875456,11.7716903687,13.4459466934,0,0,0,0,"Somali","West Imi",361214.15625,361214,460.903778076,437.536987305,"Lowland",0.146979704499,0.153793558478,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.050340443012935&bottom=5.756090595865401&right=43.003644678810055&top=6.568735740895439"
605,"SNNPR","071016","Arba Minch Zuria",71016,0,164967.426577,605,14.0540075302,22.1094417572,36.9929351807,33.9824752808,11.9571170807,0.549571454525,0.404301375151,44.9175720215,0,0,8.29826450348,14.8617658615,41.0927810669,29.4928894043,26.2102222443,0.812926709652,1.27091360092,42.9187736511,0,0.00888494495302,"SNNPR","Arba Minch Zuria",164967.421875,164967,1380.43798828,1219.51794434,"Lowland",0.173319995403,0.183030024171,"{""landuse_industrial"":80,""area_landuse_industrial"":0.05492616368799305}","http://127.0.0.1:8111/load_and_zoom?left=37.310666711664226&bottom=5.699158949953727&right=37.80558814462617&top=6.176912170727023"
91,"Somali","050602","Adadle",50602,0,323827.313793,91,1.90938854218,100.970077515,183.636138916,2.43065261841,29.4823570251,5.39869642258,0,0,0,0,1.16772282124,100.414955139,177.322387695,3.47628951073,35.398601532,6.04735708237,0,0,0,0,"Somali","Adadle",323827.3125,323827,372.967132568,362.505096436,"Lowland",0.148514449596,0.145868882537,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.72562024769332&bottom=5.637263832438941&right=43.72252394720888&top=6.090288558989352"
92,"Somali","050904","Hudet",50904,0,407220.202105,92,12.7289161682,241.0496521,118.305397034,0.232119143009,30.9235496521,3.31726646423,0.603454947472,0.0598339363933,0,0,5.15633583069,237.213928223,98.5859909058,2.75639152527,59.8121643066,3.01207995415,0,0.617342591286,0,0.0659546256065,"Somali","Hudet",407220.1875,407220,1093.99707031,1131.53820801,"Lowland",0.157127261162,0.181293860078,"{}","http://127.0.0.1:8111/load_and_zoom?left=39.74355936298743&bottom=4.711999244910741&right=40.501165633901984&top=5.405726189549599"
93,"Somali","050901","Filtu",50901,0,1061289.40478,93,85.6902084351,774.817687988,155.802688599,0.356757253408,37.1700325012,7.00880098343,0,0.443207889795,0,0,71.2332611084,716.910888672,184.145599365,1.63616323471,74.9067306519,11.9993515015,0,0,0,0.457380741835,"Somali","Filtu",1061289.375,1061289,879.109375,899.462524414,"Lowland",0.157498195767,0.18435806036,"{}","http://127.0.0.1:8111/load_and_zoom?left=40.26204821331092&bottom=4.498547963380439&right=41.57236578178487&top=5.691838104215981"
608,"SNNPR","071401","Burji",71401,0,137514.40349,608,15.6337566376,38.6863441467,46.137096405,16.7350616455,16.5607337952,3.14330601692,0.618106424809,0,0,0,3.33527350426,30.8789463043,46.4147758484,28.2787590027,24.745010376,3.53127765656,0.0225912500173,0.0389630459249,0,0.268808454275,"SNNPR","Burji",137514.40625,137514,1454.13085938,1451.48522949,"Lowland",0.196055456996,0.233018234372,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.567732302748745&bottom=5.232666679044162&right=37.963735468823806&top=5.702329278722006"
94,"Somali","050601","East Imi",50601,0,973524.977391,94,49.6385612488,351.604492188,436.254425049,0,98.3993835449,37.6281280518,0,0,0,0,31.9962272644,231.436386108,509.679931641,0.119583316147,76.6381607056,123.650245667,0,0.00448666326702,0,0,"Somali","East Imi",973525,973525,543.89666748,507.512634277,"Lowland",0.142503231764,0.146543905139,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.99918079020273&bottom=6.089833871116528&right=43.13916022323538&top=7.204244892598484"
609,"SNNPR","071501","Konso",71501,0,216814.869332,609,29.1558628082,49.3401222229,65.6775512695,44.1443328857,26.073720932,2.05853819847,0.364749878645,0,0,0,4.40350627899,53.168258667,61.6316299438,66.0735244751,22.9658260345,8.43504238129,0,0.0234880466014,0,0.113601721823,"SNNPR","Konso",216814.875,216814,1171.97033691,1187.49719238,"Lowland",0.191725850105,0.221095889807,"{""landuse_farm"":3,""area_landuse_farm"":18.857926681857563}","http://127.0.0.1:8111/load_and_zoom?left=37.005412107480794&bottom=5.15509954437465&right=37.69865007281888&top=5.657265175427441"
95,"Somali","050603","Denan",50603,0,600227.82873,95,18.5432491302,214.868835449,299.66897583,0,45.9135093689,21.2332439423,0,0,0,0,18.5506477356,183.449523926,299.393218994,0,69.1916732788,29.6379013062,0,0.00484570721164,0,0,"Somali","Denan",600227.8125,600227,551.238586426,545.556945801,"Lowland",0.146956726909,0.155726671219,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.858353512952675&bottom=6.20508355482529&right=43.76879549196079&top=7.327131781370055"
610,"SNNPR","070708","Gnangatom",70708,0,261302.965135,610,20.2496700287,81.7442703247,123.581161499,1.16715371609,18.8194217682,12.6806850433,3.0587477684,0.00186327227857,0,0,16.3636035919,78.4646606445,100.202941895,9.30881690979,40.3574180603,16.5985679626,0,0.0069577540271,0,0,"SNNPR","Gnangatom",261302.96875,261302,420.160369873,425.664337158,"Lowland",0.172213107347,0.195968449116,"{""landuse_farm"":1,""area_landuse_farm"":0.006594606937121111}","http://127.0.0.1:8111/load_and_zoom?left=35.73580108076074&bottom=4.854632703639098&right=36.21116967365404&top=5.670486111418779"
96,"Somali","050305","Gunagado",50305,0,223091.902571,96,0,111.987258911,79.4855117798,0.453863114119,22.6844501495,8.48081684113,0,0,0,0,0,100.605049133,86.1514358521,0,29.9825401306,6.35288000107,0,0,0,0,"Somali","Gunagado",223091.90625,223091,1015.54614258,998.502929688,"Lowland",0.173275440931,0.177205741405,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.96625108974843&bottom=7.650727724468648&right=44.52604131207099&top=8.132507536039432"
611,"SNNPR","071010","Zala",71010,0,73993.6603317,611,3.30119824409,10.8188886642,30.5254268646,21.8479690552,7.50018167496,0,0,0,0,0,0.98800611496,13.0712347031,12.6995182037,30.7897090912,15.9493589401,0.469985842705,0,0,0,0.0258505959064,"SNNPR","Zala",73993.6640625,73993,1298.02416992,1243.45373535,"Lowland",0.239713728428,0.276291936636,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.93632540626437&bottom=6.067809820790727&right=37.21006641408652&top=6.489599388493198"
97,"Somali","050303","Aware",50303,0,367449.141251,97,0,129.302124023,106.288162231,0,94.7778701782,37.0809898376,0,0,0,0,0,115.002967834,197.58215332,2.23032832146,38.152256012,14.4814510345,0,0,0,0,"Somali","Aware",367449.15625,367449,1204.25109863,1198.51696777,"Lowland",0.175030812621,0.172842442989,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.705603147566514&bottom=8.066703437631256&right=44.39365058341256&top=9.0369868255584"
98,"Gambela","120104","Wantawo",120104,0,91642.0657399,98,0.369958162308,2.88694548607,32.4859924316,0,33.6049003601,0.908581852913,21.3856830597,0,0,0,0.384792745113,0,37.661315918,0,34.393901825,6.400203228,12.8018522263,0,0,0,"Gambela","Wantawo",91642.0625,91642,407.371185303,407.274658203,"Lowland",0.254808813334,0.311974078417,"{}","http://127.0.0.1:8111/load_and_zoom?left=33.165652939935&bottom=8.133099328381666&right=33.51298149151637&top=8.459919474994246"
99,"Gambela","120101","Akobo",120101,0,217512.817766,99,0.372196018696,3.88154053688,84.7265319824,0,103.26701355,1.14324831963,24.1222820282,0,0,0,0.356699258089,2.32397007942,89.6416473389,0,113.351150513,1.7239664793,10.1153764725,0,0,0,"Gambela","Akobo",217512.8125,217512,411.468414307,411.190551758,"Lowland",0.254106163979,0.3287294209,"{""landuse_farm"":4,""area_landuse_farm"":0.15423909357180932}","http://127.0.0.1:8111/load_and_zoom?left=33.00153639870927&bottom=7.706206634038845&right=33.50307620456128&top=8.233521345894788"
614,"SNNPR","070608","Boloso Bombe",70608,0,27671.0666166,614,4.99765491486,6.21176147461,1.12706923485,11.3942556381,3.78704452515,0.0851972326636,0,0.0680841803551,0,0,1.16659665108,5.34159612656,4.23378896713,14.6687574387,1.75725531578,0.128896057606,0,0.265244334936,0,0.108931429684,"SNNPR","Boloso Bombe",27671.0664063,27671,1457.26965332,1467.50732422,"Lowland",0.277465194464,0.294470071793,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.43342430606764&bottom=7.0223883237231&right=37.657242472342475&top=7.187413158734714"
100,"Gambela","120103","Jikawo",120103,0,114183.466038,100,0.273237377405,1.71253252029,39.7728919983,0,56.3354873657,0.350294917822,15.5484466553,0,0,0.190577328205,0.149951741099,2.3313267231,33.1004676819,0.243763446808,55.0295295715,0.983231306076,22.3451976776,0,0,0,"Gambela","Jikawo",114183.46875,114183,412.851104736,412.16796875,"Lowland",0.272255271673,0.313160002232,"{""landuse_farm"":2,""area_landuse_farm"":2.446468819733165}","http://127.0.0.1:8111/load_and_zoom?left=33.463530129847605&bottom=8.129309771324019&right=33.88633786068252&top=8.471006017520585"
615,"SNNPR","070606","Kindo Koysha",70606,0,56210.4568671,615,8.05465221405,12.0067272186,4.34418535233,19.9727516174,10.8819761276,0.834232091904,0,0.115931972861,0,0,3.40945792198,9.94246006012,7.68226671219,32.527015686,1.86294710636,0.21356227994,0,0.348429203033,0,0.224318534136,"SNNPR","Kindo Koysha",56210.4570313,56210,1378.12463379,1319.42297363,"Lowland",0.266710698605,0.276267021894,"{""landuse_farm"":39,""area_landuse_farm"":5.967014300580703}","http://127.0.0.1:8111/load_and_zoom?left=37.395635313591846&bottom=6.79390782064943&right=37.63174949281322&top=7.069242542883877"
101,"Gambela","120102","Lare",120102,0,68752.4772326,101,0.471648395061,3.58656024933,17.5266571045,0,33.621925354,0.103199072182,13.442486763,0,0,0,0.339521616697,3.94879198074,14.0901470184,0.0949807986617,31.0253620148,0.0000926641951082,19.2381057739,0.0154749201611,0,0,"Gambela","Lare",68752.4765625,68752,422.891876221,422.215270996,"Lowland",0.266171038151,0.293767929077,"{}","http://127.0.0.1:8111/load_and_zoom?left=33.77694855865436&bottom=8.172337064451032&right=34.082186340985785&top=8.517731806585603"
616,"SNNPR","070610","Kindo Dida",70610,0,40161.6049,616,12.9245109558,13.4815769196,0.96797645092,9.82601261139,2.81169724464,0,0,0.149831026793,0,0,4.11369752884,13.4177942276,4.9226937294,16.8818874359,0.082865588367,0.33954679966,0,0.403119951487,0,0,"SNNPR","Kindo Dida",40161.6054688,40161,1417.32885742,1351.58496094,"Lowland",0.291496664286,0.299436867237,"{""landuse_industrial"":6,""area_landuse_industrial"":1.4643511681081094}","http://127.0.0.1:8111/load_and_zoom?left=37.22413796965&bottom=6.667846402781742&right=37.48938236117203&top=6.865050021348175"
102,"Gambela","120200","Gambella Wild Life Reserve",120200,0,48738.8679724,102,0.487664997578,2.24544405937,9.03869438171,0,10.3913402557,0,26.5571784973,0.0185444895178,0,0,0,3.42033910751,11.515619278,0,21.4347305298,0,12.3681783676,0,0,0,"Gambela","Gambella Wild Life Reserve",48738.8671875,48738,419.802185059,419.261047363,"Lowland",0.320528864861,0.350876331329,"{}","http://127.0.0.1:8111/load_and_zoom?left=33.84955701600896&bottom=8.021607262035229&right=34.134347558744004&top=8.255286571768474"
103,"Gambela","120207","Etang",120207,0,226262.331231,103,12.6746797562,55.8586349487,82.159576416,1.45744335651,57.587223053,0.452059447765,16.0284729004,0.0109450807795,0,0.0332951210439,5.96043634415,25.8735656738,82.4222488403,5.64726161957,89.4217224121,0.127109378576,16.713596344,0.0963897481561,0,0,"Gambela","Etang",226262.328125,226262,454.697143555,446.604797363,"Lowland",0.243542537093,0.269587129354,"{""landuse_farm"":24,""area_landuse_farm"":2.7446420676747567,""building_commerce"":3,""area_building_commerce"":0.15461682564051416}","http://127.0.0.1:8111/load_and_zoom?left=33.99562923197155&bottom=8.020169291335696&right=34.45129385762276&top=8.708837029899477"
104,"Gambela","120202","Gambela Zuria",120202,0,345347.831483,104,133.534851074,80.1926574707,40.9339370728,3.40571737289,84.9048156738,0.989466011524,0.68013137579,0.0509730502963,0,0.655288934708,118.081344604,81.0689620972,87.7160339355,9.42432308197,47.5009613037,0.588111639023,0,0.0688215717673,0,0.899280786514,"Gambela","Gambela Zuria",345347.84375,345347,836.782653809,603.436401367,"Lowland",0.254529118538,0.280839651823,"{""landuse_farm"":19,""area_landuse_farm"":5.087244025450039,""landuse_industrial"":2,""area_landuse_industrial"":0.026437010087888485,""building_commerce"":4,""area_building_commerce"":0.1406379994441562}","http://127.0.0.1:8111/load_and_zoom?left=34.34728014252681&bottom=7.762466421190074&right=35.15765929946642&top=8.475544933036728"
105,"Gambela","120204","Jore",120204,0,346654.257646,105,0.730151057243,16.4279308319,150.692443848,0,114.200874329,0.222447440028,64.1390762329,0.241327434778,0,0,0.584289968014,18.5099105835,128.346511841,9.39253234863,125.913169861,0.594578802586,63.3132476807,0,0,0,"Gambela","Jore",346654.25,346654,418.348236084,418.140594482,"Lowland",0.291542679071,0.34493213892,"{""landuse_farm"":13,""area_landuse_farm"":0.46808383797375325}","http://127.0.0.1:8111/load_and_zoom?left=33.439714713687316&bottom=7.503473268480082&right=34.0757523158668&top=8.28870023113674"
106,"Gambela","120201","Abobo",120201,0,318445.966334,106,141.670150757,34.3071937561,65.7523117065,14.7329940796,44.5637321472,0.0267226453871,17.3739433289,0.0189170613885,0,0,140.609313965,19.0733795166,74.4096755981,20.6315822601,39.849319458,0.0922909900546,22.0168647766,1.7635384798,0,0,"Gambela","Abobo",318445.96875,318445,534.679321289,491.162017822,"Lowland",0.269682854414,0.301595777273,"{""landuse_farm"":6,""area_landuse_farm"":151.76533890603346,""landuse_industrial"":1,""area_landuse_industrial"":0.27785318671346504}","http://127.0.0.1:8111/load_and_zoom?left=34.01176480703755&bottom=7.548112138446267&right=35.01098968407695&top=8.090199007612878"
107,"Gambela","120203","Goge",120203,0,329870.803926,107,57.9556999207,96.0338668823,123.459960938,6.70710086823,36.7111663818,0.1256647259,8.24284934998,0.634505331516,0,0,53.70337677,97.8713760376,124.342262268,4.31652927399,39.3795051575,2.04232597351,7.85650539398,0.358934134245,0,0,"Gambela","Goge",329870.8125,329870,474.408294678,456.546783447,"Lowland",0.267448753119,0.308497041464,"{""landuse_farm"":6,""area_landuse_farm"":40.13701775779904}","http://127.0.0.1:8111/load_and_zoom?left=33.92880904489567&bottom=7.336491689408096&right=34.868530420321875&top=7.884265942987353"
365,"Oromia","041801","Hawa Galan",41801,0,86639.0262315,365,11.073882103,33.5793304443,14.3914966583,17.6606636047,9.42481040955,0.37586286664,0,0,0,0.132977753878,12.1687803268,13.4810943604,10.2855300903,40.3651199341,9.81951522827,0.0585055239499,0,0,0,0.460477232933,"Oromia","Hawa Galan",86639.0234375,86639,1397.22253418,1395.44921875,"Lowland",0.268014669418,0.290093392134,"{}","http://127.0.0.1:8111/load_and_zoom?left=34.78587164300957&bottom=8.444568896900371&right=35.190153719574006&top=8.755061333546374"
108,"Gambela","120208","Mengesh",120208,0,178590.889012,108,153.469604492,21.3816452026,1.41942238808,0.0267070941627,1.80295836926,0.338014543056,0,0.152533307672,0,0,158.920074463,5.96902894974,1.90506005287,5.67617607117,5.94663619995,0.0202822182328,0,0.153630912304,0,0,"Gambela","Mengesh",178590.890625,178590,988.04309082,947.442932129,"Lowland",0.260667026043,0.266395390034,"{}","http://127.0.0.1:8111/load_and_zoom?left=34.836522109157215&bottom=7.184264765482862&right=35.338246236729105&top=7.74797424241696"
109,"Gambela","120301","Godere",120301,0,59692.8075817,109,50.7533378601,6.48256921768,0.135225534439,1.32794415951,0.922267496586,0,0,0,0,0.0714658722281,47.3144340515,6.2161564827,0,5.87849473953,0.10622458905,0,0,0,0,0.177499637008,"Gambela","Godere",59692.8085938,59692,1244.45727539,1075.48193359,"Lowland",0.26334258914,0.2731102705,"{}","http://127.0.0.1:8111/load_and_zoom?left=35.05417234028337&bottom=7.100230627491783&right=35.39229840995706&top=7.480044794083974"
367,"Oromia","040702","Boset",40702,0,140535.380066,367,5.11497879028,34.9622955322,37.037853241,32.0873031616,28.1366043091,3.14950561523,0,0.0242983065546,0.0225362144411,0,17.9772205353,4.40518331528,26.1694850922,56.4038009644,9.69704151154,25.5230026245,0,0.0193823985755,0,0.340258479118,"Oromia","Boset",140535.375,140535,1395.73547363,1339.80114746,"Lowland",0.231936499476,0.230609312654,"{""landuse_farm"":16,""area_landuse_farm"":42.49208210183475,""building_commerce"":4,""area_building_commerce"":0.13841408407478126}","http://127.0.0.1:8111/load_and_zoom?left=39.30844258554953&bottom=8.412601058892209&right=39.85816741059066&top=8.826240114075482"
110,"Gambela","120205","Dima",120205,0,793333.4801,110,105.848892212,362.02911377,216.563568115,0.0457431450486,108.500976563,0.32801181078,0.0172001663595,0,0,0,104.484268188,425.216186523,146.06892395,1.91286897659,112.734931946,2.90757203102,0.00874178018421,0,0,0,"Gambela","Dima",793333.5,793333,652.395751953,571.512634277,"Lowland",0.256594985723,0.288247615099,"{""landuse_industrial"":2,""area_landuse_industrial"":0.27598757504341626}","http://127.0.0.1:8111/load_and_zoom?left=34.01027221487047&bottom=6.280912696691518&right=35.19945573751012&top=7.544843631332615"
625,"SNNPR","070604","Humbo",70604,0,75585.6622001,625,9.65270709991,21.8968734741,5.4195599556,32.9315719604,4.98440408707,0.0379394926131,0.0914038568735,0.571205198765,0,0,0.933518111706,17.6944961548,13.4390048981,34.4261665344,7.24510002136,0.787179350853,0.277060687542,0.593530893326,0,0.189606517553,"SNNPR","Humbo",75585.6640625,75585,1466.32666016,1411.45153809,"Lowland",0.207446008921,0.239973500371,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.59184168719593&bottom=6.508152142309375&right=38.03394411642276&top=6.787987348262865"
111,"Beneshangul Gumu","060202","Guba",60202,0,727771.756023,111,49.0498161316,522.677368164,103.05267334,20.79778862,29.0974559784,3.07805037498,0,0.000470204162411,0,0.0181498806924,104.333969116,399.146606445,115.684425354,36.9674682617,68.3681106567,3.20005178452,0,0.000377220043447,0,0.0707287564874,"Beneshangul Gumu","Guba",727771.75,727771,729.615722656,715.519958496,"Lowland",0.268328547478,0.303753465414,"{""landuse_industrial"":7,""area_landuse_industrial"":1.3619429828587717,""building_commerce"":4,""area_building_commerce"":0.07260974613943594}","http://127.0.0.1:8111/load_and_zoom?left=34.92571292856584&bottom=10.899587805624659&right=36.12552809523811&top=11.984583926525957"
369,"Oromia","040910","Boke",40910,0,344291.375826,369,6.00681686401,42.6081924438,102.397972107,64.1599578857,115.639686584,13.4781923294,0,0.000555107370019,0,0,2.86527466774,49.7128372192,83.3038101196,86.5291671753,104.931686401,16.9486026764,0,0,0,0,"Oromia","Boke",344291.375,344291,1435.4005127,1459.46777344,"Lowland",0.220940425992,0.235699847341,"{}","http://127.0.0.1:8111/load_and_zoom?left=40.571770455609226&bottom=7.949206130135491&right=41.57006289485846&top=8.806237633580453"
112,"Beneshangul Gumu","060206","Pawe Special",60206,0,56867.0378115,112,2.30789160728,28.8727283478,11.2180242538,6.97550725937,7.15988254547,0.179577946663,0,0,0,0.153426736593,1.76179802418,19.2648334503,12.2728557587,13.61024189,9.6578130722,0.100647293031,0,0.0409173592925,0,0.157931596041,"Beneshangul Gumu","Pawe Special",56867.0390625,56867,1101.14257813,1100.66711426,"Lowland",0.258521288633,0.28148317337,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.26521599705283&bottom=11.154297775257545&right=36.56431656122835&top=11.458277111273492"
113,"Beneshangul Gumu","060201","Dangura",60201,0,524564.634283,113,21.2088356018,303.037872314,114.009246826,45.4720230103,39.7392959595,0.937398791313,0,0.00611265283078,0,0.153850764036,52.2544021606,185.822097778,154.998962402,61.9391937256,68.2548141479,0.687451481819,0,0.330371707678,0,0.277331680059,"Beneshangul Gumu","Dangura",524564.625,524564,1070.14685059,999.336791992,"Lowland",0.273652523756,0.308454930782,"{}","http://127.0.0.1:8111/load_and_zoom?left=35.572119406777574&bottom=10.971603346495092&right=36.44506011291551&top=11.803229320990571"
